province;red;green;blue;x;x
3390;219;32;200;Thakurgaon;x
3391;219;32;201;Madhepura;x
3392;219;32;202;Yaeyama;x
3393;219;32;203;Chandernagore;x
3394;219;32;204;Chakla;x
3395;219;32;205;Gonda;x
3396;219;32;206;Kaski;x
3397;219;32;207;Gyalrong;x
3398;219;32;208;Amami;x
3399;219;32;209;Sadras;x
3400;219;32;210;Madras;x
3401;219;32;211;Proddatur;x
3402;219;32;212;Chittoor;x
3403;219;32;213;The Nicobars;x
3404;219;32;214;Erode;x
3405;219;32;215;Dharmapuri;x
3406;219;32;216;Karikal;x
3407;219;32;217;Trivandrum;x
3408;219;32;218;Ramanathapuram;x
3409;219;32;219;Manjeri;x
3410;219;32;220;Wayanad;x
3411;219;32;221;Kodagu;x
3412;219;32;222;Masulipatnam;x
3413;219;32;223;Gaya;x
3414;219;32;224;Rohtasgarh;x
3415;219;32;225;Vijaygarh;x
3416;219;32;226;Basti;x
3417;219;32;227;Shivpuri;x
3418;219;32;228;Unnao;x
3419;219;32;229;Raebareli;x
3420;219;23;120;Rampur;x
3421;219;23;121;Agra;x
3422;219;23;122;Etah;x
3423;219;23;123;Ambala;x
3424;219;23;124;Saharanpur;x
3425;219;23;125;Ludhiana;x
3426;219;23;126;Chamba;x
3427;219;23;127;Spiti;x
3428;219;23;128;Amritsar;x
3429;219;23;129;Gujrat;x
3430;219;23;130;Firozpur;x
3431;219;23;131;Kot Addu;x
3432;219;23;132;Waziristan;x
3433;219;23;133;Bhakkar;x
3434;219;23;134;Chitrod;x
3435;219;23;135;Vyara;x
3436;219;23;136;Kalyan;x
3437;219;23;137;Dewas;x
3438;219;23;138;Yanam;x
3439;219;23;139;Vizagapatam;x
3440;219;23;140;Jajapur;x
3441;219;23;141;Bhilsa;x
3442;219;23;142;Indore;x
3443;219;23;143;Nagarkurnool;x
3444;219;23;144;Yadagiri;x
3445;219;23;145;Eluru;x
3446;219;23;146;Durg;x
3447;219;23;147;Rajgarh;x
3448;219;23;148;Brijnagar;x
3449;219;23;149;Amravati;x
3450;219;23;150;Nawabshah;x
3451;219;23;151;Khuzdar;x
3452;219;23;152;Debal;x
3453;219;23;153;Raigarh;x
3454;219;23;154;Sakchi;x
3455;219;23;155;Anantnagar;x
3456;219;23;156;Gilgit;x
3457;219;23;157;Muzaffarabad;x
3458;219;23;158;Hunza;x
3459;219;23;159;Abbottabad;x
3460;219;23;160;Chitral;x
3461;219;23;161;Attock;x
3462;219;23;162;Yakawlang;x
3463;219;23;163;Tarkhuj
3464;219;23;164;Baghlan;x
3465;219;23;165;Guzgan;x
3466;219;23;166;Daykundi;x
3467;219;23;167;Khost;x
3468;219;23;168;Zabulistan;x
3469;219;23;169;Narmada;x
3470;219;23;170;Vasai;x
3471;219;23;171;Mehsana;x
3472;219;23;172;Kheda;x
3473;219;23;173;Palanpur;x
3474;219;23;174;Ahmednagar;x
3475;219;23;175;Dholka;x
3476;219;23;176;Dhandhuka;x
3477;219;23;177;Navsari;x
3478;219;23;178;Rander;x
3479;219;23;179;Halol;x
3480;219;23;180;Puri;x
3481;219;23;181;Bhadrak;x
3482;219;23;182;Vizianagaram;x
3483;219;23;183;Tuni;x
3484;219;23;184;Mau;x
3485;219;23;185;Ailwal;x
3486;219;23;186;Sultanpur;x
3487;219;23;187;Barabanki;x
3488;219;23;188;Sitapur;x
3489;219;23;189;Auraiya;x
3490;219;23;190;Firuzabad;x
3491;219;23;191;Abadeh;x
3492;219;23;192;Qomsheh;x
3493;219;23;193;Golpayegan;x
3494;219;23;194;Shahrekord;x
3495;219;23;195;Kuhdasht;x
3496;219;23;196;Qurwe;x
3497;219;23;197;Dehloran;x
3498;219;23;198;Taybad;x
3499;219;23;199;Meyami;x
3500;219;23;200;Karadagh;x
3501;219;23;201;Arak;x
3502;219;23;202;Lankaran;x
3503;219;23;203;Bilasuvar;x
3504;219;23;204;Baylakan;x
3505;219;23;205;Quba;x
3506;219;23;206;Bayat;x
3507;219;23;207;Zabol;x
3508;219;23;208;Chalus;x
3509;219;24;209;Naukundi;x
3510;219;24;210;Zaboli;x
3511;219;24;211;Awaran;x
3512;219;24;212;Dezful;x
3513;219;24;213;Ilisu;x
3514;219;24;214;Lori;x
3515;219;24;215;Kurgan-Tyube;x
3516;219;24;216;Dushanbe;x
3517;219;24;217;Panjakent;x
3518;219;24;218;Osh;x
3519;219;24;219;Jizzax;x
3520;219;24;220;Andijan;x
3521;219;24;221;Tholing;x
3522;219;24;222;Lalitpur;x
3523;219;24;223;Aksai;x
3524;219;24;224;Nangchen;x
3525;219;24;225;Lingtsang;x
3526;219;24;226;Alai;x
3527;219;24;227;Jalal-Abad;x
3528;219;24;228;Naryn;x
3529;219;24;229;Tejen;x
3530;219;24;230;Gusgy;x
3531;219;24;231;Kyzylrabat;x
3532;219;24;232;Balakan;x
3533;219;24;233;Mtskheta;x
3534;219;24;234;Akhaltsikhe;x
3535;219;24;235;Hasankale;x
3536;219;24;236;Batumi;x
3537;219;24;237;Svaneti;x
3538;219;24;238;Ubykhia;x
3539;219;24;239;Hakkari;x
3540;219;24;240;Khnus;x
3541;219;24;241;Sasun;x
3542;219;24;242;Cemisgezek;x
3543;219;24;243;Dujail;x
3544;219;24;244;Khabur;x
3545;219;24;245;Anah;x
3546;219;24;246;Rawandiz;x
3547;219;24;247;Najaf;x
3548;219;24;248;Shatrah;x
3549;219;24;249;Daraa;x
3550;219;24;150;Al-Sukhnah;x
3551;225;25;151;Baalbek;x
3552;225;25;152;Ma'arrat;x
3553;225;25;153;Manbij;x
3554;225;25;154;Latakia;x
3555;225;25;155;Beirut;x
3556;225;25;156;Harran;x
3557;225;25;157;Al-Hasakah;x
3558;225;25;158;Sis;x
3559;225;25;159;Tarsus;x
3560;225;25;160;Silifke;x
3561;225;25;161;Arish;x
3562;225;25;162;Kulu;x
3563;225;25;163;Zonguldak;x
3564;225;25;164;Alaiye;x
3565;225;25;165;Iznik;x
3566;225;25;166;Ayvalik;x
3567;225;25;167;Karesi;x
3568;225;25;168;Izmir;x
3569;225;25;169;Nigde;x
3570;225;25;170;Ermenek;x
3571;225;25;171;Aksehir;x
3572;225;25;172;Finike;x
3573;225;25;173;Marmaris;x
3574;225;25;174;Cankiri;x
3575;225;25;175;Amastris;x
3576;225;25;176;Ordu;x
3577;225;25;177;Lazeti;x
3578;225;25;178;Kerasunt;x
3579;225;25;179;Lemesos;x
3580;225;25;180;Ammochostos;x
3581;225;25;181;Nablus;x
3582;225;25;182;Cidanghiyang;x
3583;225;25;183;Sukabumi;x
3584;225;25;184;Eastern Papua;x
3585;225;25;185;Pamanukan;x
3586;225;25;186;Cangkuang;x
3587;225;25;187;Ponorogo;x
3588;225;25;188;Kebumen;x
3589;225;25;189;Lwaram;x
3590;225;25;190;Dasht-e Lut;x
3591;225;25;191;Dasht-e Kavir;x
3592;225;25;192;Garagum;x
3593;225;25;193;Kumtag;x
3594;225;25;194;Waziristan Hills;x
3595;225;25;195;Alai Mountains;x
3596;225;25;196;Fergana Range;x
3597;225;25;197;Altay Mountains;x
3598;225;25;198;Al Jazira;x
3599;225;25;199;Al-Ansariyah Mountains;x
3600;225;25;200;Lake Texcoco;x
3601;225;25;201;Lake Biwa;x
3602;225;25;202;Lake Chapala;x
3603;225;25;203;Lake Garda;x
3604;225;25;204;Lake Como;x
3605;225;25;205;Lake Neusiedl;x
3606;225;25;206;Wuyi Mountains;x
3607;225;25;207;Lake Bracciano;x
3608;225;25;208;Fucine Lake;x
3609;225;25;209;Lake Trasimene;x
3610;225;25;210;Lake Khanka;x
3611;225;25;211;Lake Schwerin;x
3612;225;25;212;Wuyi Mountains;x
3613;225;25;213;Lake Toba;x
3614;225;25;214;Lake Ohrid;x
3615;225;25;215;Sniardwy;x
3616;225;25;216;Nalsarovar;x
3617;225;25;217;Lake Ilmen;x
3618;225;25;218;Lake Pulicat;x
3619;225;25;219;Lake Poso;x
3620;100;10;120;Lake Matano;x
3621;100;10;121;Lake Towuti;x
3622;100;10;122;Lake Tempe;x
3623;100;10;123;Danau Sentarum;x
3624;100;10;124;Cordillera Central;x
3625;100;10;125;Papua2;x
3626;100;10;126;Sivuqaq;x
3627;100;10;127;Japanese Alps;x
3628;100;10;128;Echigo Mountains;x
3629;100;10;129;Chugoku Mountains;x
3630;100;10;130;Pir Panjal Range;x
3631;100;10;131;Masherbrum Mountains;x
3632;100;10;132;Stanovoy Range;x
3633;100;10;133;Ural Mountains;x
3634;100;10;134;Yelnya;x
3635;100;10;135;Ugil;x
3636;100;10;136;Achmat;x
3637;100;10;137;Osered;x
3638;100;10;138;Kamen;x
3639;100;10;139;Arkadak;x
3640;100;10;140;Bykov;x
3641;100;10;141;Sarai-Batu;x
3642;100;10;142;Medveditsa;x
3643;100;10;143;Kamishu;x
3644;100;10;144;Sharkil;x
3645;100;10;145;Olkhovhaya;x
3646;100;10;146;Tsim;x
3647;100;10;147;Nevel;x
3648;100;10;148;Chyhyryn;x
3649;100;10;149;Perekop;x
3650;100;10;150;Kalmius;x
3651;100;10;151;Tawan;x
3652;100;10;152;Gdov;x
3653;100;10;153;Abaza;x
3654;100;10;154;Velizh;x
3655;100;10;155;Nakhia;x
3656;100;10;156;Sadovoye;x
3657;100;10;157;Kotel;x
3658;100;10;158;Aidar;x
3659;100;10;159;Romen;x
3660;100;10;160;Bacau;x
3661;100;10;161;Dubrovytsia;x
3662;100;10;162;Tarnopol;x
3663;100;10;163;Hohenlohe;x
3664;100;10;164;Hall;x
3665;100;10;165;Cottbus;x
3666;100;10;166;Meissen;x
3667;100;10;167;Uelzen;x
3668;100;10;168;Mansfeld;x
3669;100;10;169;Viterbo;x
3670;100;10;170;Nettuno;x
3671;100;10;171;Comminges;x
3672;100;10;172;Bigorre;x
3673;100;10;173;Saint-Hubert;x
3674;100;10;174;Asti;x
3675;100;10;175;Boulogne;x
3676;100;10;176;Perche;x
3677;100;10;177;Saumur;x
3678;100;10;178;Dunois;x
3679;100;10;179;Basse-Auvergne;x
3680;100;10;180;Brie;x
3681;100;10;181;Sens;x
3682;100;10;182;Guise;x
3683;100;10;183;Ticino;x
3684;100;10;184;Vienne;x
3685;100;10;185;Grenoble;x
3686;100;10;186;Gallura;x
3687;100;10;187;Mende;x
3688;100;10;188;Albigeois;x
3689;100;10;189;Agenais;x
3690;100;10;190;Basse-Navarre;x
3691;100;10;191;Dax;x
3692;100;10;192;Albret;x
3693;100;10;193;Landes;x
3694;100;10;194;Vexin;x
3695;100;10;195;Jersey;x
3696;100;10;196;Duinkerke;x
3697;100;10;197;Chalon;x
3698;100;10;198;Macon;x
3699;100;10;199;Varais;x
3700;100;11;100;Toul;x
3701;100;11;101;Boulay;x
3702;100;11;102;Arles;x
3703;100;11;103;Bresse;x
3704;100;11;104;Turenne;x
3705;100;11;105;Boleslav;x
3706;100;11;106;Gatinais;x
3707;100;11;107;Ajaccio;x
3708;100;11;108;Porto-Vecchio;x
3709;100;11;109;Bavai;x
3710;100;11;110;Hagenau;x
3711;100;11;111;Colmar;x
3712;100;11;112;Basel;x
3713;100;11;113;Aunis;x
3714;100;11;114;Retz;x
3715;100;11;115;Pontivy;x
3716;100;11;116;Trégor;x
3717;100;11;117;Harfleur;x
3718;100;11;118;Eu;x
3719;100;11;119;Sulcis;x
3720;100;11;120;Vermandois;x
3721;100;11;121;Langres;x
3722;100;11;122;Wiltshire;x
3723;100;11;123;Suffolk;x
3724;100;11;124;Northamptonshire;x
3725;100;11;125;Nottinghamshire;x
3726;100;11;126;Ceredigion;x
3727;100;11;127;Manchester;x
3728;100;11;128;Aberhonddu;x
3729;100;11;129;Durham;x
3730;100;11;130;Fife;x
3731;100;11;131;Lanarkshire;x
3732;100;11;132;Wigtownshire;x
3733;100;11;133;Glasgow;x
3734;100;11;134;Stirling;x
3735;100;11;135;Forfarshire;x
3736;100;11;136;Waterford;x
3737;100;11;137;Mayo;x
3738;100;11;138;West Breifne;x
3739;100;11;139;Surrey;x
3740;100;11;140;Wight;x
3741;100;11;141;Neuchatel;x
3742;100;11;142;Aargau;x
3743;100;11;143;Lucerne;x
3744;100;11;144;Thurgau;x
3745;100;11;145;Valtellina;x
3746;100;11;146;Jura;x
3747;100;11;147;Castelo Branco;x
3748;100;11;148;Setúbal;x
3749;100;11;149;Alto Alentejo;x
3750;100;11;150;Elvas;x
3751;100;11;151;La Spezia;x
3752;100;11;152;Pribram;x
3753;100;11;153;Jihlavsko;x
3754;100;11;154;Catanzaro;x
3755;100;11;155;Aoste;x
3756;100;11;156;Kutná Hora;x
3757;100;11;157;Vicenza;x
3758;100;11;158;Grosseto;x
3759;100;11;159;Rovigo;x
3760;100;11;160;Kladsko;x
3761;100;11;161;Brzeg;x
3762;100;11;162;Troppau;x
3763;100;11;163;Cieszyn;x
3764;100;11;164;Latisana;x
3765;100;11;165;Belun;x
3766;100;11;166;Ligurian Appennines;x
3767;100;11;167;Tuscan-Emilian Appennines;x
3768;100;11;168;Central Appennines;x
3769;100;11;169;Southern Appennines;x
3770;100;11;170;Chaîne des Puys;x
3771;100;11;171;Massa;x
3772;100;11;172;Pescara;x
3773;100;11;173;Lecce;x
3774;100;11;174;Brindisi;x
3775;100;11;175;Capua;x
3776;100;11;176;Gaeta;x
3777;100;11;177;Melfi;x
3778;100;11;178;Barletta;x
3779;100;11;179;San Severo;x
3780;100;11;180;Benevento;x
3781;100;11;181;Abruzzo Citra;x
3782;100;11;182;Livorno;x
3783;100;11;183;Piombino;x
3784;100;11;184;Pistoia;x
3785;100;11;185;Volterra;x
3786;100;11;186;Piacenza;x
3787;100;11;187;Reggio;x
3788;100;11;188;Alessandria;x
3789;100;11;189;Lodi;x
3790;100;11;190;Forli;x
3791;100;11;191;Cesena;x
3792;100;11;192;Rimini;x
3793;100;11;193;Pesaro;x
3794;100;11;194;Camerino;x
3795;100;11;195;Catania;x
3796;100;11;196;Pantelleria;x
3797;100;11;197;Lemnos;x
3798;100;11;198;Lipari;x
3799;100;11;199;Central Appennines;x
3800;100;12;100;Tarancon;x
3801;100;12;101;Iniesta;x
3802;100;12;102;Manzanares;x
3803;100;12;103;Talavera;x
3804;100;12;104;Llerena;x
3805;100;12;105;Ponferrada;x
3806;100;12;106;Navia;x
3807;100;12;107;Cantabrian Mountains;x
3808;100;12;108;León Mountains;x
3809;100;12;109;La Ribera;x
3810;100;12;110;Sistema Central;x
3811;100;12;111;Santiago de Compostela;x
3812;100;12;112;Ecija;x
3813;100;12;113;Sistema Bético;x
3814;100;12;114;Sistema Ibérico;x
3815;100;12;115;Sistema Bético;x
3816;100;12;116;Guipuzcoa;x
3817;100;12;117;Baza;x
3818;100;12;118;Motril;x
3819;100;12;119;Marballa;x
3820;100;12;120;Caspe;x
3821;100;12;121;Barbastro;x
3822;100;12;122;Berguedà;x
3823;100;12;123;Guadalajara;x
3824;100;12;124;Lepanto;x
3825;100;12;125;Pindus;x
3826;100;12;126;Trikala;x
3827;100;12;127;Agrinio;x
3828;100;12;128;Teba;x
3829;100;12;129;Elis;x
3830;100;12;130;Katerini;x
3831;100;12;131;Vize;x
3832;100;12;132;Chania;x
3833;100;12;133;Kythera;x
3834;100;12;134;Varna;x
3835;100;12;135;Ivraca;x
3836;100;12;136;Balkan Mountains;x
3837;100;12;137;Sliven;x
3838;100;12;138;Kardzhali;x
3839;100;12;139;Rhodope Mountains;x
3840;100;12;140;Petrich;x
3841;100;12;141;Zajecar;x
3842;100;12;142;Kragujevac;x
3843;100;12;143;Pirot;x
3844;100;12;144;Prizren;x
3845;100;12;145;Mount Aroania;x
3846;100;12;146;Berat;x
3847;100;12;147;Elbasan;x
3848;100;12;148;Prokletije;x
3849;100;12;149;Berane;x
3850;100;12;150;Constanza;x
3851;100;12;151;Strumica;x
3852;100;12;152;Voras Mountains;x
3853;100;12;153;Gostivar;x
3854;100;12;154;Sar Mountains;x
3855;100;12;155;Niedere Tauern;x
3856;100;12;156;Kindberg;x
3857;100;12;157;Mistelbach;x
3858;100;12;158;Kufstein;x
3859;100;12;159;Kranj;x
3860;100;12;160;Vas;x
3861;100;12;161;Zala;x
3862;100;12;162;Dinaric Alps;x
3863;100;12;163;Knin;x
3864;100;12;164;Gospic;x
3865;100;12;165;Virovitica;x
3866;100;12;166;Bihac;x
3867;100;12;167;Zachlumia;x
3868;100;12;168;Herceg Novi;x
3869;100;12;169;Baranya;x
3870;100;12;170;Csongrád;x
3871;100;12;171;Arad;x
3872;100;12;172;Burgenland;x
3873;100;12;173;Borsod;x
3874;100;12;174;Levice;x
3875;100;12;175;Zvolen;x
3876;100;12;176;Abov;x
3877;100;12;177;Bereg;x
3878;100;12;178;Zilah;x
3879;100;12;179;Szatmár;x
3880;100;12;180;Caras;x
3881;100;12;181;Orsova;x
3882;100;12;182;Bistriz;x
3883;100;12;183;Kolozsvár;x
3884;100;12;184;Reghin;x
3885;100;12;185;Háromszék;x
3886;100;12;186;Kronstadt;x
3887;100;12;187;Braila;x
3888;100;12;188;Amara;x
3889;100;12;189;Turnu;x
3890;100;12;190;Govora;x
3891;100;12;191;Tecuci;x
3892;100;12;192;Chisinau;x
3893;100;12;193;Balti;x
3894;100;12;194;Chernivtsi;x
3895;100;12;195;Fogaras;x
3896;100;12;196;Braga;x
3897;100;12;197;Tournai;x
3898;100;12;198;Opper-Gelre;x
3899;100;12;199;Drenthe;x
3900;100;13;100;Selija;x
3901;100;13;101;Ronneburg;x
3902;100;13;102;Karsava;x
3903;100;13;103;Limbazi;x
3904;100;13;104;Pärnumaa;x
3905;100;13;105;Hapsal;x
3906;100;13;106;Järvamaa;x
3907;100;13;107;Kurland;x
3908;100;13;108;Skrunda;x
3909;100;13;109;Siauliai;x
3910;100;13;110;Drohiczyn;x
3911;100;13;111;Losice;x
3912;100;13;112;Terespol;x
3913;100;13;113;Liuboml;x
3914;100;13;114;Kolomyja;x
3915;100;13;115;Radom;x
3916;100;13;116;Liw;x
3917;100;13;117;Czersk;x
3918;100;13;118;Miechów;x
3919;100;13;119;Ciechanow;x
3920;100;13;120;Pila;x
3921;100;13;121;Czestochowa;x
3922;100;13;122;Miedzyrzecz;x
3923;100;13;123;Chojnice;x
3924;100;13;124;Puck;x
3925;100;13;125;Luks;x
3926;100;13;126;Insterburg;x
3927;100;13;127;Sokolka;x
3928;100;13;128;Wieliczka;x
3929;100;13;129;Kletsk;x
3930;100;13;130;Maladziecna;x
3931;100;13;131;Dzisna;x
3932;100;13;132;Vorotynsk;x
3933;100;13;133;Tarusa;x
3934;100;13;134;Zvenigorod;x
3935;100;13;135;Vereya;x
3936;100;13;136;Serpukhov;x
3937;100;13;137;Mosalsk;x
3938;100;13;138;Dorogobyzh;x
3939;100;13;139;Kymenlaakso;x
3940;100;13;140;Eidsiva;x
3941;100;13;141;Uppsala;x
3942;100;13;142;Södermanland;x
3943;100;13;143;Jönköping;x
3944;100;13;144;Finnveden;x
3945;100;13;145;Borås;x
3946;100;13;146;Ångermanland;x
3947;100;13;147;Sønderborg;x
3948;100;13;148;Nuurdfresklun;x
3949;100;13;149;Stormarn;x
3950;100;13;150;Ringkøbing;x
3951;100;13;151;Vendsyssel;x
3952;100;13;152;Roskilde;x
3953;100;13;153;Slagelse;x
3954;100;13;154;Innherred;x
3955;100;13;155;Sogn;x
3956;100;13;156;Satakunta;x
3957;100;13;157;Lodeynoye Pole;x
3958;100;13;158;Jämsa;x
3959;100;13;159;Vatnajökull;x
3960;100;13;160;Villand;x
3961;100;13;161;Helsingborg;x
3962;100;13;162;Torna;x
3963;100;13;163;Pasewalk;x
3964;100;13;164;Schwerin;x
3965;100;13;165;Güstrow;x
3966;100;13;166;Chemnitz;x
3967;100;13;167;Weissensee;x
3968;100;13;168;Gotha;x
3969;100;13;169;Eisenach;x
3970;100;13;170;Henneberg;x
3971;100;13;171;Jena;x
3972;100;13;172;Reuss;x
3973;100;13;173;Mühldorf;x
3974;100;13;174;Tölz;x
3975;100;13;175;Fussen;x
3976;100;13;176;Burgau;x
3977;100;13;177;Mainburg;x
3978;100;13;178;Waldburg;x
3979;100;13;179;Sigmaringen;x
3980;100;13;180;Fürstenberg;x
3981;100;13;181;Rottweil;x
3982;100;13;182;Darmstadt;x
3983;100;13;183;Speyer;x
3984;100;13;184;Kaiserslautern;x
3985;100;13;185;Worms;x
3986;100;13;186;Saarbrücken;x
3987;100;13;187;Bonn;x
3988;100;13;188;Hamm;x
3989;100;13;189;Ravensburg;x
3990;100;13;190;Bentheim;x
3991;100;13;191;Tecklenburg;x
3992;100;13;192;Cloppenburg;x
3993;100;13;193;Siegen;x
3994;100;13;194;Giessen;x
3995;100;13;195;Waldeck;x
3996;100;13;196;Lippe;x
3997;100;13;197;Grubenhagen;x
3998;100;13;198;Hildesheim;x
3999;100;13;199;Awjila;x
4000;100;14;100;Lake Inawashiro;x
4001;100;14;101;Lake Võrtsjärv;x
4002;100;14;102;Lake Inari;x
4003;100;14;103;Central Finnish Lakes;x
4004;100;14;104;Central Finnish Lakes;x
4005;100;14;105;Eastern Finnish Lakes;x
4006;100;14;106;Central Finnish Lakes;x
4007;100;14;107;Lake Lacha;x
4008;100;14;108;Southern Karelian Lakes;x
4009;100;14;109;Northern Karelian Lakes;x
4010;100;14;110;Lake Beloye;x
4011;100;14;111;Lake Vozhe;x
4012;100;14;112;Lake Kubenskoye;x
4013;100;14;113;Lake Müritz;x
4014;100;14;114;Lough Derg;x
4015;100;14;115;Lough Ree;x
4016;100;14;116;Scottish Lakes;x
4017;100;14;117;Femunden;x
4018;100;14;118;Mjøsa;x
4019;100;14;119;Lake Zaysan;x
4020;239;204;149;Comoros;x
4021;244;97;32;Antankara;x
4022;217;166;43;Iboina;x
4023;142;185;186;Tsimihety;x
4024;100;201;61;Maroantsetra;x
4025;38;83;21;Vatomandry;x
4026;169;74;32;Antemoro;x
4027;215;80;147;Betsileo;x
4028;79;160;47;Mahafaly;x
4029;139;53;205;Antanosy;x
4030;185;135;224;Bara;x
4031;201;54;85;Antsalova;x
4032;222;145;161;Fiherana;x
4033;217;108;129;Al Qadirif;x
4034;155;61;79;Makua;x
4035;227;164;55;DELETED;x
4036;234;204;150;DELETED;x
4037;200;19;117;Katsekera;x
4038;49;155;99;Lolo;x
4039;38;234;130;Lundu;x
4040;44;52;201;Kalonga;x
4041;145;165;177;Tanganyika;x
4042;220;30;106;DELETED;x
4043;171;67;109;DELETED;x
4044;219;159;183;DELETED;x
4045;44;123;42;Tumbuka;x
4046;106;189;104;DELETED;x
4047;33;220;28;Nsenga;x
4048;225;80;159;Lomwe;x
4049;123;127;208;Ibo;x
4050;210;164;53;Luangwa;x
4051;46;174;176;Ewaso Ng'iro;x
4052;28;134;135;Dawa;x
4053;208;113;137;Turkana;x
4054;57;112;35;DELETED;x
4055;169;127;77;DELETED;x
4056;234;32;70;DELETED;x
4057;78;126;60;DELETED;x
4058;30;188;53;DELETED;x
4059;215;196;132;DELETED;x
4060;215;17;73;DELETED;x
4061;141;193;135;Buzinza;x
4062;57;208;42;Basoga;x
4063;203;160;93;Karagwe;x
4064;172;118;32;Buganda;x
4065;220;52;0;Bunyoro;x
4066;187;203;173;Nkore;x
4067;133;213;62;Nduga;x
4068;97;177;26;Buzozo;x
4069;28;191;70;Bushubi;x
4070;219;44;196;Ujiji;x
4071;207;205;37;Kibondo;x
4072;181;113;48;DELETED;x
4073;227;125;26;DELETED;x
4074;239;192;146;Pubungo;x
4075;191;117;46;Lango;x
4076;53;152;36;DELETED;x
4077;145;76;136;DELETED;x
4078;219;94;40;Mayumba;x
4079;220;158;209;Ngoyo;x
4080;120;115;207;Soyo;x
4081;82;225;176;Tyo;x
4082;217;90;204;Kasanje;x
4083;217;173;199;Shinje;x
4084;32;114;111;Malem;x
4085;87;220;115;Yaka;x
4086;219;217;53;Nunu;x
4087;52;121;25;Kumbana;x
4088;213;60;93;Munene;x
4089;96;201;25;Kuba;x
4090;219;217;76;Songye;x
4091;101;224;33;Mpasu;x
4092;140;15;150;Rund;x
4093;150;15;175;Lwena;x
4094;160;15;200;Chokwe;x
4095;170;15;100;Ishindi;x
4096;180;15;150;Kalundwe;x
4097;190;15;175;Luba;x
4098;200;15;200;Upemba;x
4099;210;15;100;Hemba;x
4100;220;15;150;Luapala;x
4101;230;15;175;Lualaba;x
4102;240;15;200;DELETED;x
4103;250;15;100;Tabwa;x
4104;207;15;150;DELETED;x
4105;207;15;175;Kusu;x
4106;207;15;200;DELETED;x
4107;197;15;100;Kanongesha;x
4108;207;15;100;DELETED;x
4109;197;15;150;Lega;x
4110;231;127;43;Sutherland;x
4111;119;212;150;Saintonge;x
4112;157;124;213;Aurilac;x
4113;103;160;108;Uleaborg;x
4114;145;85;134;Luleå;x
4115;156;39;189;Mazyr;x
4116;119;162;166;Belyov;x
4117;205;163;151;Bezhetsk;x
4118;180;212;180;Desmond;x
4119;177;112;53;Sligo;x
4120;160;91;132;Kildare;x
4121;185;241;202;Ulster;x
4122;43;136;207;DELETED;x
4123;43;106;43;Birkaland;x
4124;109;195;109;Kexholm;x
4125;210;205;68;Szolnok;x
4126;229;71;55;Bacs;x
4127;146;198;217;Turda;x
4128;142;201;142;Kiralyföld;x
4129;53;164;53;Ust-Vym;x
4130;222;47;96;Somerset;x
4131;227;54;54;Nanbu;x
4132;70;229;231;Mweru;x
4133;88;239;241;Kivu;x
4134;103;216;217;Rutanzige;x
4135;139;230;231;Lake Albert;x
4136;45;225;227;DELETED;x
4137;79;222;224;Alakol;x
4138;40;196;198;Issyk-Kul;x
4139;54;54;236;Oulujärvi;x
4140;34;34;210;DELETED;x
4141;207;42;19;Ditmarschen;x
4142;198;219;57;Aarhus;x
4143;127;186;98;Smålenene;x
4144;222;69;44;Bratsberg;x
4145;201;191;169;Agdesiden;x
4146;225;223;19;Jotenheimen;x
4147;74;217;74;Rostov;x
4148;222;151;200;Luki;x
4149;44;184;44;Kolding;x
4150;145;151;212;Évora;x
4151;208;10;168;Kuusamo;x
4152;113;153;0;Enare;x
4153;225;223;21;Scandes;x
4154;225;223;23;Pyrenees;x
4155;225;223;25;Carpathians;x
4156;225;223;27;Caucasus;x
4157;225;223;29;The Alps;x
4158;117;150;26;Janjero;x
4159;237;230;38;Alps2;x
4160;224;220;117;Alps3;x
4161;208;202;39;Alps4;x
4162;231;224;22;Alps5;x
4163;220;144;23;Elfsborg;x
4164;150;213;76;Dalsland;x
4165;220;78;202;Göinge;x
4166;54;157;76;Tiohärad/Värend;x
4167;195;207;97;High Atlas;x
4168;135;142;79;Rif;x
4169;222;203;239;DELETED;x
4170;111;33;184;Zagros;x
4171;176;122;149;Abarquh;x
4172;22;236;239;Zagros2;x
4173;106;34;172;Syrmia;x
4174;200;147;147;Durres;x
4175;15;161;198;Lezhe;x
4176;81;63;217;Branicevo;x
4177;222;79;239;Elburz;x
4178;16;119;24;Pontic Mountains;x
4179;24;212;37;Armenian Highlands;x
4180;224;105;71;Hyuga;x
4181;171;64;58;Higo;x
4182;222;162;158;Hizen;x
4183;148;243;182;Iwami;x
4184;29;167;101;Bizen;x
4185;136;40;113;Tango;x
4186;164;211;156;Iyo;x
4187;137;170;36;Kii;x
4188;219;191;83;Shinano;x
4189;183;128;213;Sagami;x
4190;74;53;198;Shimousa;x
4191;150;104;225;Shimotsuke;x
4192;207;150;214;Ugo;x
4193;102;179;145;Oshima;x
4194;94;52;48;Yongping;x
4195;151;185;125;Zhending;x
4196;104;143;106;Haizhou;x
4197;148;197;227;Huangzhou;x
4198;56;144;141;Fengxiang;x
4199;45;117;59;Tongren;x
4200;29;161;216;Hulan;x
4201;44;97;35;Jianzhou;x
4202;186;143;58;Taining;x
4203;89;66;107;Ju Ud;x
4204;44;45;128;Anding;x
4205;35;68;112;Nagchu;x
4206;38;129;72;Balikul;x
